-0.169476762,0.00947639998,0.760135233,-0.00289529003,-0.000671410759,-0.674890161,0.737912118,0.0152547667,0.0612682588,0.149898201,-0.0365365818,-0.00786471739,0.00100080261,0.11125847,0.0394242965,-0.136051372,-0.0872669965,-0.0179584306,-0.000216891858,-0.054099068,0.0314958766,0.00488911103,0.480282456,1.28360319,0.60863781,0.954314709,0.208922952,-1.3532151,-0.629414201,0.901697338
-0.16952242,0.00975982845,0.760191083,-0.00280309631,-0.000702553371,-0.674858809,0.737941206,0.0149594685,0.0611399189,0.149949536,-0.0368111655,-0.00778725091,0.000994123518,0.110771142,0.0392340943,-0.136081725,-0.0872669965,-0.0179563537,-0.000212699873,-0.0540345535,0.031669654,0.0053356234,0.480139613,1.28510523,0.609070003,0.954179943,0.209336102,-1.35353851,-0.629656315,0.902024925
-0.16959621,0.0100555979,0.760329664,-0.00268881442,-0.000770882936,-0.674775124,0.738018095,0.0144602917,0.0609971322,0.149995044,-0.0369452834,-0.00767709548,0.000991188921,0.110385418,0.0395738184,-0.135883898,-0.0872669965,-0.0180641357,-0.000201449555,-0.0539232604,0.031821534,0.00519760931,0.479942441,1.28700209,0.60961026,0.954125047,0.209939241,-1.35419154,-0.630101979,0.902550697
-0.169655561,0.0102566881,0.760299921,-0.00257530482,-0.000757936563,-0.674738884,0.738051593,0.0140042966,0.0609391332,0.15000391,-0.0370838158,-0.00754846353,0.000989255845,0.110005938,0.0388811193,-0.13586168,-0.0872669965,-0.0181144923,-0.000216611952,-0.0536845289,0.0317644887,0.00523002166,0.478748858,1.28914857,0.609821856,0.953623354,0.210772827,-1.35416114,-0.630539775,0.903497696
-0.169740468,0.0104630897,0.760361731,-0.00235204515,-0.000710323511,-0.674939394,0.737869024,0.0134991659,0.0608796217,0.149999052,-0.0374877676,-0.00739599997,0.000993133173,0.109344691,0.0387711078,-0.135858312,-0.0872669965,-0.0182217639,-0.000219017835,-0.0541059822,0.0317066237,0.0051330938,0.475281805,1.29182434,0.609051645,0.952017844,0.211154997,-1.35406005,-0.630066454,0.903629184
-0.169671401,0.0103727793,0.760993183,-0.00218849792,-0.000635863864,-0.675011218,0.737803996,0.0139203714,0.0606027618,0.150020987,-0.0384379216,-0.00713864993,0.000997925526,0.108672515,0.0383766852,-0.135703564,-0.0872669965,-0.0186746716,-0.000236920736,-0.0561614148,0.0330020227,0.00519715808,0.46587047,1.30385268,0.609391749,0.949474812,0.208410978,-1.3571676,-0.62909472,0.902564824
-0.169736832,0.0106225619,0.760938108,-0.00209541572,-0.00065902085,-0.674740255,0.738052011,0.0136973821,0.0606148317,0.150105357,-0.0393672884,-0.00688528223,0.00101253635,0.108359933,0.0384621285,-0.135658875,-0.0872669965,-0.0190623216,-0.000266368152,-0.0562301464,0.0324503668,0.00503150793,0.458740145,1.30613279,0.60721612,0.949745417,0.207195342,-1.35665882,-0.628167748,0.903772831
-0.169791162,0.0109066963,0.760928869,-0.00192976557,-0.000663685321,-0.674525559,0.738248706,0.0133779449,0.0605182536,0.15024963,-0.0400366522,-0.0065736901,0.00102222455,0.107889861,0.0382237323,-0.135611609,-0.0872669965,-0.0194182657,-0.000294213649,-0.0565079227,0.032094568,0.00545884203,0.452360362,1.30522704,0.60420984,0.950383186,0.206503451,-1.35582232,-0.627241552,0.904645383
-0.169824108,0.0111995647,0.760963976,-0.0017598574,-0.000727429811,-0.674409032,0.738355398,0.0129686454,0.060166657,0.15047434,-0.0404306948,-0.00626027677,0.00102502841,0.107376099,0.0378883108,-0.135608256,-0.0872669965,-0.019736832,-0.000315030018,-0.0568584241,0.0320444852,0.00637107436,0.446442127,1.30330372,0.60096091,0.950812519,0.204893067,-1.35532868,-0.625738442,0.903392613
-0.169897735,0.0114807105,0.76096344,-0.0014420657,-0.000699847005,-0.674423397,0.73834312,0.0120564243,0.0596137308,0.150736466,-0.040734686,-0.0059532728,0.0010238447,0.106511183,0.0374387093,-0.135641962,-0.0872669965,-0.0200466923,-0.000336628553,-0.0572634861,0.0321118869,0.0072775227,0.441285431,1.30129838,0.597922981,0.951140702,0.202986255,-1.35510409,-0.624496102,0.902002454
-0.170034423,0.0116991373,0.760953784,-0.00123591337,-0.000767810387,-0.674480677,0.738291025,0.0114744892,0.0591592006,0.150931969,-0.0408785827,-0.00563218258,0.00102144817,0.105970867,0.0370899662,-0.135635525,-0.0872669965,-0.0202991832,-0.000353865587,-0.0577315316,0.0320764594,0.00865514763,0.437039077,1.29946697,0.595258772,0.951040089,0.201810911,-1.35409451,-0.623141825,0.901484251
-0.170210332,0.0118970703,0.76097554,-0.00110377721,-0.000775597582,-0.67453301,0.738243461,0.0110904472,0.0589652918,0.15103732,-0.0410707183,-0.00535780052,0.00102352526,0.105502799,0.0370084643,-0.135607004,-0.0872669965,-0.0206124354,-0.000369799294,-0.057952486,0.0321093649,0.00958370883,0.433666468,1.2988044,0.593328774,0.950465739,0.200956658,-1.35303724,-0.621452987,0.900278807
-0.170368239,0.0120971808,0.760969639,-0.000961608894,-0.000768457132,-0.674572766,0.738207281,0.0104318867,0.0588188134,0.151128903,-0.0410932153,-0.00510992156,0.00102348439,0.105042428,0.036966458,-0.135571688,-0.0872669965,-0.0208955519,-0.000378549041,-0.0578132905,0.032125067,0.0101403743,0.431038141,1.29947901,0.592370629,0.949756324,0.200716257,-1.35232484,-0.620322347,0.899615228
